Date,Age,Gender,Country,state,work_interfere,benefits,leave,supervisor,tech_company
2014-08-28,32,Male,United States,WA,Sometimes,Yes,Don't know,No,Yes
2014-08-28,28,Male,United States,WA,Sometimes,Don't know,Somewhat easy,No,Yes
2014-08-29,39,Male,United States,AZ,Often,Yes,Don't know,No,Yes
2014-08-29,45,Male,United States,NY,,Yes,Don't know,Some of them,No
2014-08-29,43,Male,United States,WA,Rarely,Yes,Somewhat easy,Yes,Yes
2014-08-29,35,Male,United States,CA,Sometimes,Yes,Very difficult,Some of them,Yes
2014-08-29,40,Male,United States,WA,Sometimes,Yes,Very easy,Some of them,Yes
2014-08-29,34,Male,Netherlands,,Rarely,No,Very easy,Yes,Yes
2014-08-29,24,Male,United Kingdom,,Often,Don't know,Somewhat easy,Yes,No
2014-08-29,61,Male,South Africa,,Sometimes,No,Very difficult,Yes,Yes
2014-08-29,36,Other,United States,WA,Rarely,Don't know,Don't know,No,Yes
2014-08-29,38,Male,United States,TN,,No,Don't know,Yes,Yes
2014-08-29,33,Male,Germany,,Often,Don't know,Somewhat easy,Yes,Yes
2014-08-29,30,Male,United States,WA,Never,Don't know,Don't know,No,No
2014-08-29,34,Male,Netherlands,,Rarely,Yes,Very easy,Some of them,Yes
2014-08-29,26,Male,United States,CA,Rarely,Yes,Don't know,Some of them,Yes
2014-08-29,33,Male,United Kingdom,,,Don't know,Don't know,Yes,Yes
2014-08-29,32,Male,United Kingdom,,,Don't know,Very easy,Yes,Yes
2014-08-29,25,Male,Germany,,Sometimes,No,Somewhat easy,Yes,Yes
2014-08-29,35,Male,Germany,,Sometimes,Don't know,Somewhat difficult,No,No
2014-08-29,24,Male,United Kingdom,,Often,Don't know,Don't know,Some of them,Yes
2014-08-29,55,Male,United Kingdom,,Often,Yes,Somewhat easy,Some of them,No
2014-08-29,33,Male,United Kingdom,,Sometimes,No,Very difficult,Some of them,Yes
2014-08-29,26,Female,United Kingdom,,Sometimes,No,Very easy,Yes,Yes
2014-08-29,25,Male,United Kingdom,,Never,Don't know,Very easy,Yes,Yes
2014-08-29,45,Male,United Kingdom,,Rarely,Don't know,Don't know,No,No
2014-08-29,33,Female,United Kingdom,,Sometimes,No,Very easy,Yes,Yes
2014-08-29,43,Male,United States,MI,Sometimes,No,Very difficult,No,Yes
2014-08-29,30,Male,United Kingdom,,Sometimes,No,Very difficult,No,Yes
2014-08-29,40,Male,United States,IN,Rarely,Don't know,Don't know,Yes,Yes
2014-08-29,49,Male,United States,GA,Never,Yes,Don't know,Yes,Yes
2014-08-29,29,Male,Germany,,,Don't know,Somewhat easy,Yes,Yes
2014-08-29,26,Male,Germany,,,Don't know,Don't know,Some of them,Yes
2014-08-29,38,Other,United States,WA,Never,Yes,Somewhat easy,Some of them,Yes
2014-08-29,27,Male,France,,,Yes,Somewhat easy,Some of them,No
2014-08-29,26,Male,Belgium,,Never,Yes,Somewhat easy,No,Yes
2014-08-29,28,Male,United Kingdom,,Often,No,Somewhat easy,Yes,Yes
2014-08-29,40,Male,United States,ME,Sometimes,No,Don't know,Yes,Yes
2014-08-29,37,Female,Canada,,Rarely,No,Somewhat easy,Some of them,Yes
2014-08-29,34,Female,United Kingdom,,Often,Yes,Somewhat easy,No,No
2014-08-29,28,Male,United States,NY,Often,Don't know,Don't know,Some of them,Yes
2014-08-29,27,Male,Canada,,Never,Yes,Very easy,Yes,Yes
2014-08-29,29,Male,United Kingdom,,Sometimes,No,Very easy,Yes,Yes
2014-08-29,39,Female,United Kingdom,,Rarely,Don't know,Somewhat difficult,No,Yes
2014-08-29,28,Male,United Kingdom,,Often,No,Somewhat difficult,No,Yes
2014-08-29,23,Male,United States,PA,Sometimes,Yes,Somewhat easy,No,Yes
2014-08-29,8,Other,"Bahamas, The",IL,Often,Yes,Very easy,Yes,Yes
2014-08-29,38,Male,United Kingdom,,,No,Somewhat easy,Yes,Yes
2014-08-29,19,Male,United Kingdom,,,Yes,Very easy,Yes,Yes
2014-08-29,30,Female,United States,IL,Sometimes,Yes,Very easy,No,Yes
2014-08-29,28,Male,United Kingdom,,,No,Very easy,No,Yes
2014-08-29,20,Male,India,,Sometimes,Don't know,Don't know,No,Yes
2014-08-29,35,Male,United Kingdom,,Sometimes,Don't know,Somewhat easy,Yes,Yes
2014-08-29,39,Male,United States,MN,Rarely,Yes,Very easy,Yes,Yes
2014-08-29,31,Female,United States,TX,Never,Yes,Don't know,No,No
2014-08-29,32,Male,United Kingdom,,Rarely,No,Don't know,No,Yes
2014-08-29,27,Male,Sweden,,,No,Don't know,No,Yes
2014-08-29,25,Male,United States,PA,Often,Yes,Somewhat easy,Yes,Yes
2014-08-29,42,Male,United States,IN,Sometimes,Don't know,Don't know,Yes,Yes
2014-08-29,34,Male,United States,PA,Often,Yes,Very easy,Yes,Yes
2014-08-29,26,Female,United States,OH,Sometimes,Don't know,Don't know,No,Yes
2014-08-29,35,Male,United Kingdom,,Sometimes,No,Very easy,Some of them,Yes
2014-08-29,34,Male,United Kingdom,,Never,Don't know,Very easy,Yes,Yes
2014-08-29,38,Male,United States,PA,Sometimes,Yes,Very easy,Yes,No
2014-08-29,34,Male,United States,SD,Sometimes,Don't know,Don't know,No,Yes
2014-08-29,39,Male,United States,IN,Sometimes,No,Somewhat easy,Yes,Yes
2014-08-29,44,Female,United States,CA,,Don't know,Don't know,No,Yes
2014-08-29,40,Male,United States,TN,,Yes,Don't know,Yes,No
2014-08-29,33,Female,United States,TX,Never,No,Somewhat easy,Some of them,Yes
2014-08-29,24,Female,United States,TN,Sometimes,Yes,Somewhat difficult,Some of them,No
2014-08-29,38,Female,United States,OR,Sometimes,Don't know,Don't know,Yes,Yes
2014-08-29,31,Male,United States,SD,Sometimes,Yes,Don't know,Some of them,Yes
2014-08-29,23,Male,Israel,,,Don't know,Very easy,Yes,Yes
2014-08-29,26,Female,United States,NY,,Don't know,Somewhat easy,Yes,Yes
2014-08-29,46,Other,United States,CT,Often,Yes,Don't know,Some of them,No
2014-08-29,30,Male,United States,CA,Sometimes,Yes,Don't know,No,Yes
2014-08-29,25,Male,United States,,Rarely,Don't know,Somewhat easy,Some of them,Yes
2014-08-29,19,Male,Canada,,Never,Don't know,Somewhat easy,Some of them,Yes
2014-08-29,30,Female,United States,GA,Sometimes,Yes,Somewhat easy,Some of them,No
2014-08-29,32,Male,United States,TN,Never,Yes,Somewhat easy,Yes,Yes
2014-08-29,32,Male,United Kingdom,,,No,Don't know,No,Yes
2014-08-29,37,Male,United States,IN,Sometimes,Don't know,Somewhat easy,Some of them,Yes
2014-08-29,42,Male,United States,CA,Sometimes,Don't know,Don't know,Some of them,Yes
2014-08-29,25,Female,United States,OR,Never,Yes,Don't know,Yes,Yes
2014-08-29,19,Male,United States,IN,Sometimes,Don't know,Don't know,Yes,Yes
2014-08-29,40,Female,United States,GA,Never,Yes,Don't know,No,Yes
2014-08-29,34,Male,United States,IN,,Yes,Don't know,Yes,No
2014-08-29,26,Male,United States,MN,,Don't know,Don't know,Yes,Yes
2014-08-29,31,Male,United States,MN,Rarely,Don't know,Don't know,Yes,Yes
2014-08-29,40,Male,United States,NC,Sometimes,Yes,Don't know,Some of them,No
2014-08-29,31,Female,United States,FL,Often,No,Very difficult,No,Yes
2014-08-29,36,Male,United States,MN,Never,Don't know,Don't know,No,No
2014-08-29,35,Male,Canada,,Sometimes,No,Don't know,Some of them,Yes
2014-08-29,26,Male,Australia,,Sometimes,No,Don't know,Yes,Yes
2014-08-29,44,Male,United States,MO,,Don't know,Don't know,No,No
2014-08-29,34,Female,United States,CA,Sometimes,No,Very easy,Yes,Yes
2014-08-29,35,Male,United States,OR,,No,Don't know,No,Yes
2014-08-29,28,Female,United States,OH,Sometimes,Don't know,Somewhat easy,Some of them,Yes
2014-08-29,33,Male,United States,NY,,Yes,Don't know,Yes,Yes
2014-08-29,40,Male,United States,WI,Sometimes,Yes,Don't know,No,Yes
2014-08-29,26,Male,United States,WA,Sometimes,Yes,Don't know,No,Yes
2014-08-29,29,Female,United Kingdom,,Often,Yes,Don't know,No,No
2014-08-29,26,Female,Canada,,Sometimes,Yes,Don't know,No,Yes
2014-08-29,33,Other,Italy,,Sometimes,No,Somewhat easy,Yes,Yes
2014-08-29,28,Male,Brazil,,Sometimes,No,Somewhat easy,Some of them,Yes
2014-08-29,41,Male,United States,IL,Often,No,Very difficult,Some of them,No
2014-08-29,39,Male,United Kingdom,,Sometimes,No,Somewhat difficult,Yes,Yes
2014-08-29,26,Female,United States,WA,Sometimes,Yes,Don't know,Yes,Yes
2014-08-29,23,Female,United States,IL,Sometimes,No,Somewhat difficult,Some of them,No
2014-08-29,35,Male,Switzerland,,Often,Don't know,Very easy,Some of them,Yes
2014-08-29,36,Male,United States,FL,Never,Don't know,Very easy,Some of them,Yes
2014-08-29,42,Male,United States,TN,Rarely,Don't know,Don't know,No,No
2014-08-29,39,Male,United States,WA,Sometimes,Yes,Very easy,Yes,Yes
2014-08-29,27,Male,United States,CA,Never,Don't know,Don't know,Yes,Yes
2014-08-29,33,Male,United States,FL,Never,Don't know,Very easy,Yes,Yes
2014-08-29,31,Other,Canada,,Often,Yes,Don't know,No,Yes
2014-08-29,28,Female,United States,OR,Rarely,Yes,Very easy,Some of them,Yes
2014-08-29,29,Female,United States,NJ,Often,Yes,Somewhat easy,Yes,No
2014-08-29,27,Male,United States,CA,Sometimes,Don't know,Very difficult,No,Yes
2014-08-29,44,Male,United States,FL,Never,Don't know,Somewhat difficult,No,Yes
2014-08-29,25,Male,United States,UT,Often,Don't know,Somewhat easy,No,Yes
2014-08-29,24,Male,Germany,,Sometimes,No,Somewhat easy,Yes,Yes
2014-08-29,25,Male,South Africa,,Often,Don't know,Don't know,Yes,No
2014-08-29,34,Male,United States,NJ,Never,Yes,Somewhat easy,Some of them,Yes
2014-08-29,26,Male,United States,PA,Never,Yes,Somewhat difficult,Yes,No
2014-08-29,48,Male,United States,IN,Never,Yes,Don't know,Yes,No
2014-08-29,34,Male,Greece,,,No,Very difficult,No,Yes
2014-08-29,39,Female,United States,OH,Sometimes,No,Don't know,Some of them,Yes
2014-08-29,43,Male,United States,OH,Sometimes,Yes,Don't know,No,Yes
2014-08-29,41,Male,United States,IL,Rarely,Yes,Don't know,No,Yes
2014-08-29,25,Male,United States,IN,Never,Don't know,Don't know,Yes,No
2014-08-29,31,Male,United States,CA,Sometimes,Yes,Somewhat easy,No,Yes
2014-08-29,40,Male,United States,WA,Sometimes,Yes,Don't know,No,Yes
2014-08-29,43,Male,United States,VA,Sometimes,Yes,Don't know,Some of them,Yes
2014-08-29,27,Female,United States,WA,Often,Yes,Very difficult,Some of them,Yes
2014-08-29,37,Female,United States,NJ,Sometimes,Yes,Don't know,No,Yes
2014-08-29,32,Male,Netherlands,,Sometimes,No,Very difficult,Yes,Yes
2014-08-29,25,Male,United States,UT,Often,No,Very easy,Yes,Yes
2014-08-29,29,Male,Netherlands,,Often,Don't know,Very difficult,Yes,Yes
2014-08-29,30,Female,United States,TN,Often,Yes,Somewhat difficult,No,No
2014-08-29,34,Female,Canada,,Often,Don't know,Somewhat easy,Some of them,No
2014-08-29,32,Male,United Kingdom,,Sometimes,Yes,Somewhat easy,Some of them,No
2014-08-29,37,Male,Germany,,,Don't know,Very easy,Yes,Yes
2014-08-29,41,Male,Germany,,Sometimes,Don't know,Somewhat difficult,Yes,Yes
2014-08-29,38,Male,United States,IN,Never,Yes,Don't know,No,No
2014-08-29,32,Male,United States,IN,Sometimes,Yes,Don't know,Yes,Yes
2014-08-29,28,Female,United States,CA,Sometimes,Yes,Don't know,Some of them,Yes
2014-08-29,11,Male,United States,OH,Never,No,Very easy,Some of them,Yes
2014-08-29,43,Male,United States,TX,Never,Yes,Somewhat easy,Some of them,No
2014-08-29,32,Male,United States,TN,Often,No,Very difficult,Yes,Yes
2014-08-29,25,Male,United States,WA,Sometimes,Yes,Don't know,No,Yes
2014-08-29,37,Male,United States,UT,Sometimes,Yes,Very easy,Yes,Yes
2014-08-29,36,Male,United States,AL,Sometimes,No,Very difficult,No,No
2014-08-29,24,Male,United States,WI,Rarely,Don't know,Very easy,Yes,Yes
2014-08-29,40,Male,United States,WA,Sometimes,Yes,Somewhat difficult,Some of them,Yes
2014-08-29,29,Male,United States,WI,,Don't know,Somewhat easy,Yes,No
2014-08-29,43,Male,United States,NY,Never,Don't know,Don't know,Some of them,Yes
2014-08-29,29,Male,United States,NY,,Yes,Don't know,Yes,Yes
2014-08-29,26,Male,United States,OH,Sometimes,Don't know,Don't know,No,Yes
2014-08-29,33,Female,Canada,,Often,No,Very difficult,No,Yes
2014-08-29,35,Female,United States,WA,Sometimes,Don't know,Somewhat easy,Some of them,Yes
2014-08-29,45,Male,United States,CA,Never,Yes,Don't know,No,Yes
2014-08-30,25,Male,United States,SC,Rarely,No,Somewhat easy,Some of them,Yes
2014-08-30,50,Male,France,,Sometimes,No,Don't know,Yes,Yes
2014-08-30,26,Male,Australia,,Rarely,No,Very easy,Yes,Yes
2014-08-30,33,Female,United States,CA,Often,Yes,Don't know,No,Yes
2014-08-30,30,Male,India,,Often,No,Very easy,Some of them,Yes
2014-08-30,33,Male,Croatia,,Sometimes,Yes,Very easy,Yes,Yes
2014-08-30,29,Male,France,,Often,Yes,Somewhat easy,Some of them,Yes
2014-08-30,37,Male,Germany,,,No,Don't know,No,Yes
2014-08-30,25,Male,United States,MN,Sometimes,Don't know,Very easy,Yes,Yes
2014-08-30,40,Male,United States,WA,,Yes,Somewhat easy,Some of them,No
2014-08-30,24,Male,Canada,,Sometimes,Yes,Don't know,No,Yes
2014-08-30,40,Male,United Kingdom,,Never,Don't know,Very easy,Some of them,Yes
2014-08-30,46,Male,United States,PA,Sometimes,Don't know,Don't know,Some of them,Yes
2014-08-30,38,Male,United States,NY,Rarely,Yes,Somewhat easy,Yes,No
2014-08-30,34,Male,United States,VT,Never,No,Don't know,No,Yes
2014-08-30,32,Male,United Kingdom,,Rarely,No,Very easy,Yes,Yes
2014-08-30,44,Male,United Kingdom,,Sometimes,No,Don't know,Some of them,No
2014-08-30,33,Female,United Kingdom,,Never,Don't know,Very easy,Some of them,Yes
2014-08-30,45,Female,United States,MI,Rarely,Don't know,Don't know,Some of them,No
2014-08-30,35,Male,United States,NY,,Don't know,Don't know,No,Yes
2014-08-30,26,Male,Germany,,Often,No,Don't know,Yes,Yes
2014-08-30,20,Female,United States,NY,Sometimes,Don't know,Don't know,Some of them,Yes
2014-08-30,-1,Other,United States,AL,Often,Yes,Very easy,Yes,Yes
2014-08-31,37,Male,Netherlands,,Sometimes,No,Somewhat easy,Yes,Yes
2014-08-31,28,Male,United States,MI,,Yes,Somewhat easy,No,No
2014-08-31,42,Female,United States,WA,Sometimes,Yes,Don't know,Some of them,No
2014-08-31,32,Male,United Kingdom,,,No,Don't know,No,Yes
2014-08-31,36,Female,United States,TN,Rarely,Yes,Somewhat easy,No,Yes
2014-08-31,27,Male,New Zealand,,Rarely,No,Somewhat difficult,No,Yes
2014-08-31,27,Male,New Zealand,,Rarely,No,Somewhat difficult,No,Yes
2014-09-01,27,Male,United Kingdom,,Sometimes,No,Somewhat easy,Yes,No
2014-09-01,25,Male,United Kingdom,,Sometimes,No,Very easy,Yes,Yes
2014-09-01,41,Male,United Kingdom,,,No,Somewhat difficult,Some of them,Yes
2014-09-01,23,Male,Germany,,Sometimes,Don't know,Somewhat easy,No,Yes
2014-09-01,21,Male,United Kingdom,,Sometimes,Don't know,Don't know,No,No
2014-09-01,26,Male,Moldova,,Often,No,Very difficult,Yes,Yes
2014-09-01,29,Male,Sweden,,Rarely,Don't know,Don't know,No,Yes
2014-09-01,28,Male,Belgium,,Sometimes,No,Somewhat easy,No,No
2014-09-01,27,Female,United Kingdom,,,No,Don't know,No,No
2014-09-01,23,Male,Israel,,Never,No,Somewhat difficult,Yes,No
2014-09-01,26,Female,United States,NY,Sometimes,Don't know,Don't know,No,Yes
2014-09-01,38,Male,United Kingdom,,Sometimes,No,Very easy,Yes,Yes
2014-09-01,39,Male,United Kingdom,,Sometimes,No,Very easy,Yes,No
2014-09-01,35,Male,United States,IN,Often,Yes,Somewhat easy,Some of them,No
2014-09-01,32,Male,United States,NC,Rarely,Yes,Don't know,Some of them,Yes
2014-09-02,32,Male,United States,CA,Sometimes,Yes,Somewhat difficult,Some of them,Yes
2014-09-02,26,Male,United Kingdom,,Never,No,Don't know,No,Yes
2014-09-02,38,Male,Canada,,Rarely,Don't know,Don't know,Yes,Yes
2014-09-02,34,Female,United Kingdom,,Rarely,Yes,Very easy,Yes,No
2014-09-02,39,Male,United States,TN,Often,Don't know,Somewhat easy,Some of them,No
2014-09-02,32,Male,Canada,,Never,Don't know,Very easy,Yes,Yes
2014-09-02,37,Male,Netherlands,,Never,Don't know,Very easy,Some of them,Yes
2014-09-02,31,Male,United Kingdom,,Never,Don't know,Somewhat easy,Some of them,Yes
2014-09-02,30,Male,United States,MN,Rarely,No,Don't know,No,Yes
2014-09-03,51,Male,Singapore,,Never,Don't know,Don't know,No,Yes
2014-09-03,29,Male,United States,NC,Sometimes,Yes,Don't know,Some of them,Yes
2014-09-04,31,Male,United Kingdom,,Never,Yes,Don't know,No,Yes
2014-09-04,31,Male,India,,,Don't know,Don't know,No,Yes
2014-09-04,26,Male,United States,TX,Sometimes,Don't know,Somewhat easy,Some of them,Yes
2014-09-04,46,Female,United States,CA,Often,Yes,Don't know,Some of them,No
2014-09-05,32,Male,United States,CA,Sometimes,Yes,Don't know,Yes,Yes
2014-09-05,29,Male,United States,IL,Sometimes,Yes,Don't know,No,No
2014-09-08,34,Male,Poland,,Never,Don't know,Don't know,Some of them,Yes
2014-09-08,26,Male,Colombia,,Often,No,Very difficult,No,Yes
2014-09-08,32,Female,United States,PA,Sometimes,Yes,Don't know,No,Yes
2014-09-09,29,Male,United States,IL,,Don't know,Don't know,Yes,Yes
2014-09-11,30,Male,United States,IL,,Yes,Don't know,No,No
2014-09-12,40,Female,United States,MN,Sometimes,Yes,Somewhat easy,Yes,Yes
2014-09-13,23,Male,United Kingdom,,Sometimes,No,Very difficult,Yes,Yes
2014-09-14,20,Male,Georgia,,Rarely,No,Very difficult,No,No
2014-09-14,38,Male,United States,NY,,Don't know,Somewhat difficult,Yes,Yes
2014-09-20,26,Female,United States,MI,Rarely,Yes,Don't know,No,Yes
2014-09-23,29,Male,United States,OH,Never,No,Don't know,Yes,Yes
2014-09-26,40,Male,China,,Sometimes,No,Somewhat easy,Some of them,Yes
2014-09-26,25,Female,Bulgaria,UT,Sometimes,No,Don't know,Some of them,Yes
2014-09-26,32,Female,United States,NY,Sometimes,Yes,Don't know,No,Yes
2014-09-30,38,Male,United States,CA,Sometimes,Yes,Don't know,No,No
2014-10-02,72,Female,United States,IN,Never,Yes,Somewhat easy,Yes,No
2014-10-05,35,Female,United States,IN,Sometimes,No,Don't know,Some of them,Yes
2014-10-09,28,Female,United States,VA,Often,No,Very difficult,Some of them,Yes
2014-11-05,27,Other,United States,OK,Never,Don't know,Don't know,Yes,No
2014-11-06,56,Female,United States,OR,Rarely,Don't know,Don't know,No,Yes
2014-11-16,38,Male,United States,AL,Sometimes,Yes,Don't know,Some of them,Yes
2014-12-01,31,Female,Belgium,,,Don't know,Very easy,Some of them,Yes
2014-12-15,40,Male,United States,AL,Sometimes,Yes,Don't know,No,Yes
2015-01-03,44,Male,United States,OH,Sometimes,Yes,Don't know,Some of them,Yes
2015-02-21,34,Male,Canada,,Sometimes,Yes,Don't know,No,Yes
2015-02-21,37,Male,United Kingdom,,Never,Don't know,Somewhat easy,Yes,Yes
2015-02-21,38,Male,Italy,,Never,Don't know,Don't know,Yes,Yes
2015-02-21,27,Male,Germany,,,Don't know,Don't know,Yes,Yes
2015-02-21,34,Female,Ireland,,Sometimes,Yes,Don't know,Some of them,No
2015-02-21,35,Female,Ireland,,Rarely,Don't know,Don't know,No,Yes
2015-02-21,34,Male,Ireland,,Often,No,Somewhat difficult,Yes,Yes
2015-02-21,32,Male,United States,TX,Often,Yes,Very difficult,No,Yes
2015-02-21,25,Male,Ireland,,,Don't know,Don't know,Yes,Yes
2015-02-21,28,Male,Australia,,Often,No,Don't know,No,Yes
2015-02-21,28,Female,United States,TX,Rarely,Yes,Somewhat easy,No,Yes
2015-02-21,31,Male,Brazil,,,No,Don't know,Yes,Yes
2015-02-21,24,Male,United Kingdom,,,Don't know,Somewhat easy,Yes,Yes
2015-02-21,34,Male,Ireland,,Never,No,Don't know,Yes,Yes
2015-02-21,32,Male,Ireland,,Sometimes,No,Somewhat easy,Yes,Yes
2015-02-21,34,Male,United Kingdom,,Often,Don't know,Somewhat easy,Yes,No
2015-02-21,23,Male,United States,TX,Sometimes,No,Very easy,Yes,Yes
2015-02-21,33,Male,Czech Republic,,Often,No,Somewhat easy,Yes,Yes
2015-02-21,29,Male,Singapore,,Sometimes,Don't know,Somewhat difficult,No,Yes
2015-02-21,24,Male,Ireland,,,No,Don't know,No,Yes
2015-02-21,45,Male,Ireland,,Never,Don't know,Don't know,Some of them,Yes
2015-02-21,34,Female,United Kingdom,,Sometimes,No,Somewhat difficult,Yes,No
2015-02-21,31,Male,Philippines,,Sometimes,Don't know,Very difficult,No,Yes
2015-02-21,33,Male,United States,FL,Often,Yes,Don't know,No,Yes
2015-02-21,28,Male,Netherlands,,,No,Somewhat easy,Some of them,Yes
2015-02-21,27,Male,United Kingdom,,Rarely,Don't know,Don't know,Yes,No
2015-02-21,42,Male,Ireland,,Never,No,Somewhat difficult,Some of them,Yes
2015-02-21,28,Male,Netherlands,,,No,Somewhat easy,Some of them,Yes
2015-02-21,38,Male,United States,TX,Sometimes,Yes,Very easy,Yes,Yes
2015-02-21,46,Male,United States,CA,Often,Don't know,Don't know,No,Yes
2015-02-21,46,Male,United States,MD,Sometimes,Don't know,Don't know,Yes,Yes
2015-02-21,41,Female,Netherlands,,Rarely,Don't know,Somewhat easy,Yes,Yes
2015-02-21,23,Other,United Kingdom,,Never,Don't know,Somewhat easy,Some of them,Yes
2015-02-21,24,Male,Ireland,,Sometimes,Yes,Somewhat easy,No,Yes
2015-02-21,23,Female,Ireland,,Rarely,No,Don't know,Some of them,Yes
2015-02-21,39,Male,Netherlands,,,Yes,Somewhat easy,Some of them,No
2015-02-21,32,Female,Ireland,,Never,Yes,Don't know,Some of them,Yes
2015-02-21,25,Male,United States,MN,Sometimes,Don't know,Somewhat easy,Some of them,Yes
2015-02-22,39,Male,Greece,,,No,Don't know,No,Yes
2015-02-24,23,Female,United Kingdom,,Sometimes,No,Very easy,Yes,Yes
2015-02-24,24,Other,United Kingdom,,Sometimes,No,Don't know,Some of them,Yes
2015-02-24,25,Male,United Kingdom,,Sometimes,Yes,Very easy,Yes,No
2015-02-24,23,Male,United Kingdom,,Rarely,No,Don't know,Yes,Yes
2015-02-24,24,Other,United Kingdom,,Sometimes,Don't know,Don't know,No,No
2015-02-24,23,Male,Canada,,Often,Yes,Don't know,Some of them,Yes
2015-02-24,60,Male,United States,CA,Often,Don't know,Somewhat easy,No,Yes
2015-02-26,28,Male,Ireland,,Sometimes,No,Don't know,No,Yes
2015-04-02,28,Male,United States,TN,Often,Yes,Somewhat easy,Yes,No
2015-04-04,30,Male,Netherlands,,Sometimes,Don't know,Don't know,Yes,Yes
2015-04-06,31,Male,Germany,,Sometimes,Don't know,Somewhat easy,No,Yes
2015-04-11,31,Male,Poland,,Often,No,Somewhat easy,No,Yes
2015-04-23,28,Male,Ireland,,Rarely,Don't know,Don't know,No,Yes
2015-05-05,43,Female,United States,FL,Rarely,Yes,Don't know,Yes,Yes
2015-05-05,32,Female,United Kingdom,,,No,Don't know,Yes,No
2015-05-06,22,Male,Australia,,Often,Yes,Don't know,Yes,No
2015-05-06,32,Male,United States,OR,Never,Yes,Somewhat easy,Some of them,Yes
2015-05-07,36,Male,Finland,,Often,No,Very difficult,No,Yes
2015-06-25,41,Female,United States,WA,Sometimes,Yes,Don't know,No,Yes
2015-07-22,30,Male,United States,CA,Sometimes,Yes,Very easy,Yes,Yes
2015-07-27,30,Male,United States,CA,Often,Yes,Don't know,Yes,Yes
2015-08-17,36,Male,South Africa,,Often,No,Somewhat easy,Yes,No
2015-08-20,29,Male,United States,NC,Sometimes,Yes,Don't know,No,Yes
2015-08-25,36,Male,United States,UT,Rarely,Don't know,Somewhat easy,Some of them,No
2015-09-12,26,Male,United Kingdom,,,No,Somewhat easy,Some of them,Yes
2015-09-26,32,Male,United States,IL,Often,Yes,Somewhat difficult,Yes,Yes
2015-11-07,34,Male,United States,CA,Sometimes,Yes,Somewhat difficult,No,Yes
2015-11-30,46,Female,United States,NC,,No,Don't know,No,Yes
2016-02-01,25,Male,United States,IL,Sometimes,Yes,Don't know,No,No
